"","unit","coicop","geo","time","values"
"398","I05","CP00","FR",2007-03-01,102.67
"399","I05","CP00","PL",2007-03-01,102.8
"400","I05","CP00","DE",2007-02-01,103
"401","I05","CP00","FR",2007-02-01,102.18
"402","I05","CP00","PL",2007-02-01,102.2
"403","I05","CP00","DE",2007-01-01,102.5
"404","I05","CP00","FR",2007-01-01,101.97
"405","I05","CP00","PL",2007-01-01,101.9
"406","I05","CP00","DE",2006-12-01,102.7
"407","I05","CP00","FR",2006-12-01,102.37
"408","I05","CP00","PL",2006-12-01,101.6
"409","I05","CP00","DE",2006-11-01,101.8
"410","I05","CP00","FR",2006-11-01,102.12
"411","I05","CP00","PL",2006-11-01,101.8
"412","I05","CP00","DE",2006-10-01,101.9
"413","I05","CP00","FR",2006-10-01,101.99
"414","I05","CP00","PL",2006-10-01,101.8
"415","I05","CP00","DE",2006-09-01,101.8
"416","I05","CP00","FR",2006-09-01,102.23
"417","I05","CP00","PL",2006-09-01,101.8
"418","I05","CP00","DE",2006-08-01,102.3
"419","I05","CP00","FR",2006-08-01,102.44
"420","I05","CP00","PL",2006-08-01,101.7
"421","I05","CP00","DE",2006-07-01,102.4
"422","I05","CP00","FR",2006-07-01,102.1
"423","I05","CP00","PL",2006-07-01,101.4
"424","I05","CP00","DE",2006-06-01,101.9
"425","I05","CP00","FR",2006-06-01,102.3
"426","I05","CP00","PL",2006-06-01,101.5
"427","I05","CP00","DE",2006-05-01,101.8
"428","I05","CP00","FR",2006-05-01,102.3
"429","I05","CP00","PL",2006-05-01,101.6
"430","I05","CP00","DE",2006-04-01,101.6
"431","I05","CP00","FR",2006-04-01,101.87
"432","I05","CP00","PL",2006-04-01,101.1
"433","I05","CP00","DE",2006-03-01,101.2
"434","I05","CP00","FR",2006-03-01,101.41
"435","I05","CP00","PL",2006-03-01,100.4
"436","I05","CP00","DE",2006-02-01,101.1
"437","I05","CP00","FR",2006-02-01,100.97
"438","I05","CP00","PL",2006-02-01,100.3
"439","I05","CP00","DE",2006-01-01,100.7
"440","I05","CP00","FR",2006-01-01,100.58
"441","I05","CP00","PL",2006-01-01,100.3
"442","I05","CP00","DE",2005-12-01,101.3
"443","I05","CP00","FR",2005-12-01,100.66
"444","I05","CP00","PL",2005-12-01,100.2
"445","I05","CP00","DE",2005-11-01,100.3
"446","I05","CP00","FR",2005-11-01,100.53
"447","I05","CP00","PL",2005-11-01,100.5
"448","I05","CP00","DE",2005-10-01,100.9
"449","I05","CP00","FR",2005-10-01,100.75
"450","I05","CP00","PL",2005-10-01,100.7
"451","I05","CP00","DE",2005-09-01,100.8
"452","I05","CP00","FR",2005-09-01,100.76
"453","I05","CP00","PL",2005-09-01,100.4
"454","I05","CP00","DE",2005-08-01,100.5
"455","I05","CP00","FR",2005-08-01,100.33
"456","I05","CP00","PL",2005-08-01,100
"457","I05","CP00","DE",2005-07-01,100.3
"458","I05","CP00","FR",2005-07-01,99.91
"459","I05","CP00","PL",2005-07-01,100
"460","I05","CP00","DE",2005-06-01,99.9
"461","I05","CP00","FR",2005-06-01,100.09
"462","I05","CP00","PL",2005-06-01,100
"463","I05","CP00","DE",2005-05-01,99.7
"464","I05","CP00","FR",2005-05-01,99.96
"465","I05","CP00","PL",2005-05-01,100.2
"466","I05","CP00","DE",2005-04-01,99.4
"467","I05","CP00","FR",2005-04-01,99.89
"468","I05","CP00","PL",2005-04-01,99.9
"469","I05","CP00","DE",2005-03-01,99.4
"470","I05","CP00","FR",2005-03-01,99.71
"471","I05","CP00","PL",2005-03-01,99.5
"472","I05","CP00","DE",2005-02-01,99
"473","I05","CP00","FR",2005-02-01,99.03
"474","I05","CP00","PL",2005-02-01,99.4
"475","I05","CP00","DE",2005-01-01,98.6
"476","I05","CP00","FR",2005-01-01,98.37
"477","I05","CP00","PL",2005-01-01,99.4
"478","I05","CP00","DE",2004-12-01,99.2
"479","I05","CP00","FR",2004-12-01,98.93
"480","I05","CP00","PL",2004-12-01,99.4
"481","I05","CP00","DE",2004-11-01,98.1
"482","I05","CP00","FR",2004-11-01,98.8
"483","I05","CP00","PL",2004-11-01,99.4
"484","I05","CP00","DE",2004-10-01,98.5
"485","I05","CP00","FR",2004-10-01,98.75
"486","I05","CP00","PL",2004-10-01,99.1
"487","I05","CP00","DE",2004-09-01,98.2
"488","I05","CP00","FR",2004-09-01,98.48
"489","I05","CP00","PL",2004-09-01,98.5
"490","I05","CP00","DE",2004-08-01,98.6
"491","I05","CP00","FR",2004-08-01,98.4
"492","I05","CP00","PL",2004-08-01,98.3
"493","I05","CP00","DE",2004-07-01,98.5
"494","I05","CP00","FR",2004-07-01,98.15
"495","I05","CP00","PL",2004-07-01,98.5
"496","I05","CP00","DE",2004-06-01,98.1
"497","I05","CP00","FR",2004-06-01,98.35
"498","I05","CP00","PL",2004-06-01,98.6
"499","I05","CP00","DE",2004-05-01,98.1
"500","I05","CP00","FR",2004-05-01,98.31
"501","I05","CP00","PL",2004-05-01,97.9
"502","I05","CP00","DE",2004-04-01,97.9
"503","I05","CP00","FR",2004-04-01,97.92
"504","I05","CP00","PL",2004-04-01,96.9
"505","I05","CP00","DE",2004-03-01,97.6
"506","I05","CP00","FR",2004-03-01,97.65
"507","I05","CP00","PL",2004-03-01,96.2
"508","I05","CP00","DE",2004-02-01,97.2
"509","I05","CP00","FR",2004-02-01,97.22
"510","I05","CP00","PL",2004-02-01,95.9
"511","I05","CP00","DE",2004-01-01,97
"512","I05","CP00","FR",2004-01-01,96.78
"513","I05","CP00","PL",2004-01-01,95.8
"514","I05","CP00","DE",2003-12-01,97
"515","I05","CP00","FR",2003-12-01,96.75
"516","I05","CP00","PL",2003-12-01,95.2
"517","I05","CP00","DE",2003-11-01,96.2
"518","I05","CP00","FR",2003-11-01,96.64
"519","I05","CP00","PL",2003-11-01,95
"520","I05","CP00","DE",2003-10-01,96.4
"521","I05","CP00","FR",2003-10-01,96.54
"522","I05","CP00","PL",2003-10-01,94.7
"523","I05","CP00","DE",2003-09-01,96.5
"524","I05","CP00","FR",2003-09-01,96.33
"525","I05","CP00","PL",2003-09-01,94.2
"526","I05","CP00","DE",2003-08-01,96.6
"527","I05","CP00","FR",2003-08-01,95.92
"528","I05","CP00","PL",2003-08-01,93.7
"529","I05","CP00","DE",2003-07-01,96.5
"530","I05","CP00","FR",2003-07-01,95.68
"531","I05","CP00","PL",2003-07-01,94.1
"532","I05","CP00","DE",2003-06-01,96.3
"533","I05","CP00","FR",2003-06-01,95.79
"534","I05","CP00","PL",2003-06-01,94.5
"535","I05","CP00","DE",2003-05-01,96
"536","I05","CP00","FR",2003-05-01,95.6
"537","I05","CP00","PL",2003-05-01,94.7
"538","I05","CP00","DE",2003-04-01,96.3
"539","I05","CP00","FR",2003-04-01,95.67
"540","I05","CP00","PL",2003-04-01,94.7
"541","I05","CP00","DE",2003-03-01,96.5
"542","I05","CP00","FR",2003-03-01,95.82
"543","I05","CP00","PL",2003-03-01,94.5
"544","I05","CP00","DE",2003-02-01,96.4
"545","I05","CP00","FR",2003-02-01,95.42
"546","I05","CP00","PL",2003-02-01,94.2
"547","I05","CP00","DE",2003-01-01,95.9
"548","I05","CP00","FR",2003-01-01,94.68
"549","I05","CP00","PL",2003-01-01,94.1
"550","I05","CP00","DE",2002-12-01,95.9
"551","I05","CP00","FR",2002-12-01,94.49
"552","I05","CP00","PL",2002-12-01,93.7
"553","I05","CP00","DE",2002-11-01,94.9
"554","I05","CP00","FR",2002-11-01,94.33
"555","I05","CP00","PL",2002-11-01,93.7
"556","I05","CP00","DE",2002-10-01,95.2
"557","I05","CP00","FR",2002-10-01,94.38
"558","I05","CP00","PL",2002-10-01,93.7
"559","I05","CP00","DE",2002-09-01,95.4
"560","I05","CP00","FR",2002-09-01,94.22
"561","I05","CP00","PL",2002-09-01,93.4
"562","I05","CP00","DE",2002-08-01,95.5
"563","I05","CP00","FR",2002-08-01,94.04
"564","I05","CP00","PL",2002-08-01,93.1
"565","I05","CP00","DE",2002-07-01,95.7
"566","I05","CP00","FR",2002-07-01,93.83
"567","I05","CP00","PL",2002-07-01,93.5
"568","I05","CP00","DE",2002-06-01,95.4
"569","I05","CP00","FR",2002-06-01,93.91
"570","I05","CP00","PL",2002-06-01,94
"571","I05","CP00","DE",2002-05-01,95.4
"572","I05","CP00","FR",2002-05-01,93.96
"573","I05","CP00","PL",2002-05-01,94.4
"574","I05","CP00","DE",2002-04-01,95.3
"575","I05","CP00","FR",2002-04-01,93.83
"576","I05","CP00","PL",2002-04-01,94.6
"577","I05","CP00","DE",2002-03-01,95.4
"578","I05","CP00","FR",2002-03-01,93.45
"579","I05","CP00","PL",2002-03-01,94.1
"580","I05","CP00","DE",2002-02-01,95.2
"581","I05","CP00","FR",2002-02-01,93.04
"582","I05","CP00","PL",2002-02-01,93.9
"583","I05","CP00","DE",2002-01-01,95
"584","I05","CP00","FR",2002-01-01,92.95
"585","I05","CP00","PL",2002-01-01,93.7
"586","I05","CP00","DE",2001-12-01,94.9
"587","I05","CP00","FR",2001-12-01,92.5
"588","I05","CP00","PL",2001-12-01,93
"589","I05","CP00","DE",2001-11-01,93.8
"590","I05","CP00","FR",2001-11-01,92.37
"591","I05","CP00","PL",2001-11-01,92.7
"592","I05","CP00","DE",2001-10-01,94
"593","I05","CP00","FR",2001-10-01,92.62
"594","I05","CP00","PL",2001-10-01,92.6
"595","I05","CP00","DE",2001-09-01,94.3
"596","I05","CP00","FR",2001-09-01,92.56
"597","I05","CP00","PL",2001-09-01,92.2
"598","I05","CP00","DE",2001-08-01,94.4
"599","I05","CP00","FR",2001-08-01,92.37
"600","I05","CP00","PL",2001-08-01,91.9
"601","I05","CP00","DE",2001-07-01,94.7
"602","I05","CP00","FR",2001-07-01,92.37
"603","I05","CP00","PL",2001-07-01,92.3
"604","I05","CP00","DE",2001-06-01,94.5
"605","I05","CP00","FR",2001-06-01,92.58
"606","I05","CP00","PL",2001-06-01,92.8
"607","I05","CP00","DE",2001-05-01,94.4
"608","I05","CP00","FR",2001-05-01,92.51
"609","I05","CP00","PL",2001-05-01,93
"610","I05","CP00","DE",2001-04-01,94
"611","I05","CP00","FR",2001-04-01,91.92
"612","I05","CP00","PL",2001-04-01,91.9
"613","I05","CP00","DE",2001-03-01,93.6
"614","I05","CP00","FR",2001-03-01,91.45
"615","I05","CP00","PL",2001-03-01,91.1
"616","I05","CP00","DE",2001-02-01,93.6
"617","I05","CP00","FR",2001-02-01,91.01
"618","I05","CP00","PL",2001-02-01,90.6
"619","I05","CP00","DE",2001-01-01,93
"620","I05","CP00","FR",2001-01-01,90.75
"621","I05","CP00","PL",2001-01-01,90.5
"622","I05","CP00","DE",2000-12-01,93.6
"623","I05","CP00","FR",2000-12-01,91.16
"624","I05","CP00","PL",2000-12-01,89.8
"625","I05","CP00","DE",2000-11-01,92.6
"626","I05","CP00","FR",2000-11-01,91.2
"627","I05","CP00","PL",2000-11-01,89.6
"628","I05","CP00","DE",2000-10-01,92.5
"629","I05","CP00","FR",2000-10-01,90.98
"630","I05","CP00","PL",2000-10-01,89.3
"631","I05","CP00","DE",2000-09-01,92.7
"632","I05","CP00","FR",2000-09-01,91.07
"633","I05","CP00","PL",2000-09-01,88.6
"634","I05","CP00","DE",2000-08-01,92.4
"635","I05","CP00","FR",2000-08-01,90.57
"636","I05","CP00","PL",2000-08-01,87.7
"637","I05","CP00","DE",2000-07-01,92.7
"638","I05","CP00","FR",2000-07-01,90.38
"639","I05","CP00","PL",2000-07-01,88
"640","I05","CP00","DE",2000-06-01,92.3
"641","I05","CP00","FR",2000-06-01,90.54
"642","I05","CP00","PL",2000-06-01,87.4
"643","I05","CP00","DE",2000-05-01,91.8
"644","I05","CP00","FR",2000-05-01,90.3
"645","I05","CP00","PL",2000-05-01,86.8
"646","I05","CP00","DE",2000-04-01,91.9
"647","I05","CP00","FR",2000-04-01,90.12
"648","I05","CP00","PL",2000-04-01,86.2
"649","I05","CP00","DE",2000-03-01,91.9
"650","I05","CP00","FR",2000-03-01,90.12
"651","I05","CP00","PL",2000-03-01,85.8
"652","I05","CP00","DE",2000-02-01,92
"653","I05","CP00","FR",2000-02-01,89.66
"654","I05","CP00","PL",2000-02-01,85.1
"655","I05","CP00","DE",2000-01-01,91.8
"656","I05","CP00","FR",2000-01-01,89.55
"657","I05","CP00","PL",2000-01-01,84.3
"658","I05","CP00","DE",1999-12-01,91.6
"659","I05","CP00","FR",1999-12-01,89.56
"660","I05","CP00","PL",1999-12-01,82.8
"661","I05","CP00","DE",1999-11-01,91.3
"662","I05","CP00","FR",1999-11-01,89.13
"663","I05","CP00","PL",1999-11-01,82.1
"664","I05","CP00","DE",1999-10-01,91.2
"665","I05","CP00","FR",1999-10-01,89.09
"666","I05","CP00","PL",1999-10-01,81.3
"667","I05","CP00","DE",1999-09-01,91.3
"668","I05","CP00","FR",1999-09-01,89
"669","I05","CP00","PL",1999-09-01,80.4
"670","I05","CP00","DE",1999-08-01,91.5
"671","I05","CP00","FR",1999-08-01,88.84
"672","I05","CP00","PL",1999-08-01,79.2
"673","I05","CP00","DE",1999-07-01,91.5
"674","I05","CP00","FR",1999-07-01,88.67
"675","I05","CP00","PL",1999-07-01,78.8
"676","I05","CP00","DE",1999-06-01,91.1
"677","I05","CP00","FR",1999-06-01,88.95
"678","I05","CP00","PL",1999-06-01,79.1
"679","I05","CP00","DE",1999-05-01,91
"680","I05","CP00","FR",1999-05-01,88.95
"681","I05","CP00","PL",1999-05-01,79
"682","I05","CP00","DE",1999-04-01,91
"683","I05","CP00","FR",1999-04-01,88.95
"684","I05","CP00","PL",1999-04-01,78.4
"685","I05","CP00","DE",1999-03-01,90.6
"686","I05","CP00","FR",1999-03-01,88.69
"687","I05","CP00","PL",1999-03-01,77.8
"688","I05","CP00","DE",1999-02-01,90.5
"689","I05","CP00","FR",1999-02-01,88.39
"690","I05","CP00","PL",1999-02-01,77
"691","I05","CP00","DE",1999-01-01,90.3
"692","I05","CP00","FR",1999-01-01,88.08
"693","I05","CP00","PL",1999-01-01,76.6
"694","I05","CP00","DE",1998-12-01,90.4
"695","I05","CP00","FR",1998-12-01,88.37
"696","I05","CP00","PL",1998-12-01,75.5
"697","I05","CP00","DE",1998-11-01,90.4
"698","I05","CP00","FR",1998-11-01,88.31
"699","I05","CP00","PL",1998-11-01,75.2
"700","I05","CP00","DE",1998-10-01,90.4
"701","I05","CP00","FR",1998-10-01,88.37
"702","I05","CP00","PL",1998-10-01,74.9
"703","I05","CP00","DE",1998-09-01,90.6
"704","I05","CP00","FR",1998-09-01,88.47
"705","I05","CP00","PL",1998-09-01,74.4
"706","I05","CP00","DE",1998-08-01,90.9
"707","I05","CP00","FR",1998-08-01,88.42
"708","I05","CP00","PL",1998-08-01,74
"709","I05","CP00","DE",1998-07-01,91
"710","I05","CP00","FR",1998-07-01,88.29
"711","I05","CP00","PL",1998-07-01,74.3
"712","I05","CP00","DE",1998-06-01,90.7
"713","I05","CP00","FR",1998-06-01,88.64
"714","I05","CP00","PL",1998-06-01,74.5
"715","I05","CP00","DE",1998-05-01,90.6
"716","I05","CP00","FR",1998-05-01,88.55
"717","I05","CP00","PL",1998-05-01,74.2
"718","I05","CP00","DE",1998-04-01,90.3
"719","I05","CP00","FR",1998-04-01,88.51
"720","I05","CP00","PL",1998-04-01,73.9
"721","I05","CP00","DE",1998-03-01,90.2
"722","I05","CP00","FR",1998-03-01,88.31
"723","I05","CP00","PL",1998-03-01,73.4
"724","I05","CP00","DE",1998-02-01,90.4
"725","I05","CP00","FR",1998-02-01,88.16
"726","I05","CP00","PL",1998-02-01,72.9
"727","I05","CP00","DE",1998-01-01,90.1
"728","I05","CP00","FR",1998-01-01,87.8
"729","I05","CP00","PL",1998-01-01,71.7
"730","I05","CP00","DE",1997-12-01,90.2
"731","I05","CP00","FR",1997-12-01,88.14
"732","I05","CP00","PL",1997-12-01,69.5
"733","I05","CP00","DE",1997-11-01,90
"734","I05","CP00","FR",1997-11-01,88.1
"735","I05","CP00","PL",1997-11-01,68.8
"736","I05","CP00","DE",1997-10-01,90
"737","I05","CP00","FR",1997-10-01,87.95
"738","I05","CP00","PL",1997-10-01,68.1
"739","I05","CP00","DE",1997-09-01,90.1
"740","I05","CP00","FR",1997-09-01,88.01
"741","I05","CP00","PL",1997-09-01,67.3
"742","I05","CP00","DE",1997-08-01,90.4
"743","I05","CP00","FR",1997-08-01,87.85
"744","I05","CP00","PL",1997-08-01,66.6
"745","I05","CP00","DE",1997-07-01,90.3
"746","I05","CP00","FR",1997-07-01,87.6
"747","I05","CP00","PL",1997-07-01,66.4
"748","I05","CP00","DE",1997-06-01,90
"749","I05","CP00","FR",1997-06-01,87.72
"750","I05","CP00","PL",1997-06-01,66.5
"751","I05","CP00","DE",1997-05-01,89.9
"752","I05","CP00","FR",1997-05-01,87.73
"753","I05","CP00","PL",1997-05-01,65.4
"754","I05","CP00","DE",1997-04-01,89.5
"755","I05","CP00","FR",1997-04-01,87.61
"756","I05","CP00","PL",1997-04-01,65
"757","I05","CP00","DE",1997-03-01,89.8
"758","I05","CP00","FR",1997-03-01,87.6
"759","I05","CP00","PL",1997-03-01,64.4
"760","I05","CP00","DE",1997-02-01,89.9
"761","I05","CP00","FR",1997-02-01,87.51
"762","I05","CP00","PL",1997-02-01,63.8
"763","I05","CP00","DE",1997-01-01,89.5
"764","I05","CP00","FR",1997-01-01,87.3
"765","I05","CP00","PL",1997-01-01,63.1
"766","I05","CP00","DE",1996-12-01,89
"767","I05","CP00","FR",1996-12-01,87.12
"768","I05","CP00","PL",1996-12-01,61.4
"769","I05","CP00","DE",1996-11-01,88.6
"770","I05","CP00","FR",1996-11-01,86.93
"771","I05","CP00","PL",1996-11-01,60.8
"772","I05","CP00","DE",1996-10-01,88.7
"773","I05","CP00","FR",1996-10-01,86.99
"774","I05","CP00","PL",1996-10-01,60.1
"775","I05","CP00","DE",1996-09-01,88.8
"776","I05","CP00","FR",1996-09-01,86.77
"777","I05","CP00","PL",1996-09-01,59.2
"778","I05","CP00","DE",1996-08-01,88.8
"779","I05","CP00","FR",1996-08-01,86.48
"780","I05","CP00","PL",1996-08-01,57.9
"781","I05","CP00","DE",1996-07-01,88.9
"782","I05","CP00","FR",1996-07-01,86.67
"783","I05","CP00","PL",1996-07-01,57.7
"784","I05","CP00","DE",1996-06-01,88.7
"785","I05","CP00","FR",1996-06-01,86.86
"786","I05","CP00","PL",1996-06-01,57.6
"787","I05","CP00","DE",1996-05-01,88.6
"788","I05","CP00","FR",1996-05-01,86.96
"789","I05","CP00","PL",1996-05-01,57.1
"790","I05","CP00","DE",1996-04-01,88.4
"791","I05","CP00","FR",1996-04-01,86.72
"792","I05","CP00","PL",1996-04-01,56.4
"793","I05","CP00","DE",1996-03-01,88.5
"794","I05","CP00","FR",1996-03-01,86.62
"795","I05","CP00","PL",1996-03-01,55.2
"796","I05","CP00","DE",1996-02-01,88.4
"797","I05","CP00","FR",1996-02-01,86.06
"798","I05","CP00","PL",1996-02-01,54.4
"799","I05","CP00","DE",1996-01-01,87.9
"800","I05","CP00","FR",1996-01-01,85.73
"801","I05","CP00","PL",1996-01-01,53.6
